연번,검증인정서번호,기업명,공장명,모델명,검증코드,출력(W),탄소배출량,검증방법,검증인정서발급일,검증인정서만료일
1019,2022-1019,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G10.d/BFG KR1 480,Q.PEAK DUO XL-G10.d/BFG KR1 480_630.09kgCO2,480,630.09,표준배출계수,2025-09-02,2028-09-01
1020,2022-1020,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G10.d/BFG KR1 465,Q.PEAK DUO XL-G10.d/BFG KR1 465_668.89kgCO2,465,668.89,표준배출계수,2025-09-02,2028-09-01
1021,2022-1021,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G10.d/BFG KR1 470,Q.PEAK DUO XL-G10.d/BFG KR1 470_661.77kgCO2,470,661.77,표준배출계수,2025-09-02,2028-09-01
1022,2022-1022,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G10.d/BFG KR1 475,Q.PEAK DUO XL-G10.d/BFG KR1 475_654.81kgCO2,475,654.81,표준배출계수,2025-09-02,2028-09-01
1023,2022-1023,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G10.d/BFG KR1 480,Q.PEAK DUO XL-G10.d/BFG KR1 480_647.99kgCO2,480,647.99,표준배출계수,2025-09-02,2028-09-01
1024,2022-1024,(주)신성이엔지,김제공장,SS-CM490BD,SS-CM490BD_737.40kgCO2,490,737.4,표준배출계수,2022-09-02,2025-08-22
1025,2022-1025,(주)신성이엔지,김제공장,SS-CM495BD,SS-CM495BD_729.95kgCO2,495,729.95,표준배출계수,2022-09-02,2025-08-22
1026,2022-1026,(주)신성이엔지,김제공장,SS-CM500BD,SS-CM500BD_722.65kgCO2,500,722.65,표준배출계수,2022-09-02,2025-08-22
1027,2022-1027,(주)신성이엔지,김제공장,SS-CM500PS,SS-CM500PS_723.55kgCO2,500,723.55,표준배출계수,2022-09-02,2025-08-22
1028,2022-1028,(주)신성이엔지,김제공장,SS-DM530BH,SS-DM530BH_773.84kgCO2,530,773.84,표준배출계수,2022-09-02,2025-08-22
1029,2022-1029,(주)신성이엔지,김제공장,SS-DM535BH,SS-DM535BH_766.61kgCO2,535,766.61,표준배출계수,2022-09-02,2025-08-22
1030,2022-1030,(주)신성이엔지,김제공장,SS-DM540BH,SS-DM540BH_759.51kgCO2,540,759.51,표준배출계수,2022-09-02,2025-08-22
1031,2022-1031,(주)신성이엔지,김제공장,SS-DM530BM,SS-DM530BM_772.27kgCO2,530,772.27,표준배출계수,2022-09-02,2025-06-20
1032,2022-1032,(주)신성이엔지,김제공장,SS-DM535BM,SS-DM535BM_765.05kgCO2,535,765.05,표준배출계수,2022-09-02,2025-06-20
1033,2022-1033,(주)신성이엔지,김제공장,SS-DM540BM,SS-DM540BM_757.97kgCO2,540,757.97,표준배출계수,2022-09-02,2025-06-20
1034,2022-1034,에이치디현대에너지솔루션(주),음성공장,HiS-S575OJ-OT,HiS-S575OJ-OT_721.25kgCO2,575,721.25,표준배출계수,2022-09-02,2025-09-01
1035,2022-1035,에이치디현대에너지솔루션(주),음성공장,HiS-S580OJ-OT,HiS-S580OJ-OT_715.03kgCO2,580,715.03,표준배출계수,2022-09-02,2025-09-01
1036,2022-1036,에이치디현대에너지솔루션(주),음성공장,HiS-S585OJ-OT,HiS-S585OJ-OT_708.92kgCO2,585,708.92,표준배출계수,2022-09-02,2025-09-01
1037,2022-1037,에이치디현대에너지솔루션(주),음성공장,HiS-S590OJ-OT,HiS-S590OJ-OT_702.91kgCO2,590,702.91,표준배출계수,2022-09-02,2025-09-01
1038,2022-1038,에이치디현대에너지솔루션(주),음성공장,HiS-S595OJ-OT,HiS-S595OJ-OT_697.00kgCO2,595,697,표준배출계수,2022-09-02,2025-09-01
1039,2022-1039,에이치디현대에너지솔루션(주),음성공장,HiS-S475YJ-ON,HiS-S475YJ-ON_678.33kgCO2,475,678.33,표준배출계수,2022-09-02,2025-09-01
1040,2022-1040,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-ON,HiS-S480YJ-ON_671.26kgCO2,480,671.26,표준배출계수,2022-09-02,2025-09-01
1041,2022-1041,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-ON,HiS-S485YJ-ON_664.34kgCO2,485,664.34,표준배출계수,2022-09-02,2025-09-01
1042,2022-1042,에이치디현대에너지솔루션(주),음성공장,HiS-S490YJ-ON,HiS-S490YJ-ON_657.56kgCO2,490,657.56,표준배출계수,2022-09-02,2025-09-01
1043,2022-1043,에이치디현대에너지솔루션(주),음성공장,HiS-S495YJ-ON,HiS-S495YJ-ON_650.92kgCO2,495,650.92,표준배출계수,2022-09-02,2025-09-01
1044,2022-1044,에이치디현대에너지솔루션(주),음성공장,HiS-S500YJ-ON,HiS-S500YJ-ON_644.41kgCO2,500,644.41,표준배출계수,2022-09-02,2025-09-01
1045,2022-1045,에이치디현대에너지솔루션(주),음성공장,HiS-S475YJ-ON,HiS-S475YJ-ON_677.88kgCO2,475,677.88,표준배출계수,2022-09-02,2025-09-01
1046,2022-1046,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-ON,HiS-S480YJ-ON_670.82kgCO2,480,670.82,표준배출계수,2022-09-02,2025-09-01
1047,2022-1047,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-ON,HiS-S485YJ-ON_663.90kgCO2,485,663.9,표준배출계수,2022-09-02,2025-09-01
1048,2022-1048,에이치디현대에너지솔루션(주),음성공장,HiS-S490YJ-ON,HiS-S490YJ-ON_657.13kgCO2,490,657.13,표준배출계수,2022-09-02,2025-09-01
1049,2022-1049,에이치디현대에너지솔루션(주),음성공장,HiS-S495YJ-ON,HiS-S495YJ-ON_650.49kgCO2,495,650.49,표준배출계수,2022-09-02,2025-09-01
1050,2022-1050,에이치디현대에너지솔루션(주),음성공장,HiS-S500YJ-ON,HiS-S500YJ-ON_643.98kgCO2,500,643.98,표준배출계수,2022-09-02,2025-09-01
1051,2022-1051,에이치디현대에너지솔루션(주),음성공장,HiS-S580OJ-OT,HiS-S580OJ-OT_667.95kgCO2,580,667.95,표준배출계수,2022-09-02,2025-09-01
1052,2022-1052,에이치디현대에너지솔루션(주),음성공장,HiS-S585OJ-OT,HiS-S585OJ-OT_662.24kgCO2,585,662.24,표준배출계수,2022-09-02,2025-09-01
1053,2022-1053,에이치디현대에너지솔루션(주),음성공장,HiS-S590OJ-OT,HiS-S590OJ-OT_656.63kgCO2,590,656.63,표준배출계수,2022-09-02,2025-09-01
1054,2022-1054,에이치디현대에너지솔루션(주),음성공장,HiS-S595OJ-OT,HiS-S595OJ-OT_651.11kgCO2,595,651.11,표준배출계수,2022-09-02,2025-09-01
1055,2022-1055,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-EN,HiS-S485YJ-EN_728.88kgCO2,485,728.88,표준배출계수,2022-09-02,2025-09-01
1056,2022-1056,에이치디현대에너지솔루션(주),음성공장,HiS-S490YJ-EN,HiS-S490YJ-EN_721.44kgCO2,490,721.44,표준배출계수,2022-09-02,2025-09-01
1057,2022-1057,에이치디현대에너지솔루션(주),음성공장,HiS-S495YJ-EN,HiS-S495YJ-EN_714.15kgCO2,495,714.15,표준배출계수,2022-09-02,2025-09-01
1058,2022-1058,에이치디현대에너지솔루션(주),음성공장,HiS-S500YJ-EN,HiS-S500YJ-EN_707.01kgCO2,500,707.01,표준배출계수,2022-09-02,2025-09-01
1059,2022-1059,에스디피브이(주),강진공장,SPM455-HBB-A1,SPM455-HBB-A1_640.62kgCO2,455,640.62,표준배출계수,2022-09-02,2025-09-01
1060,2022-1060,에스디피브이(주),강진공장,SPM460-HBB-A1,SPM460-HBB-A1_633.66kgCO2,460,633.66,표준배출계수,2022-09-02,2025-09-01
1061,2022-1061,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11.3/BFG KJ2 575,Q.PEAK DUO XL-G11.3/BFG KJ2 575_667.51kgCO2,575,667.51,표준배출계수,2022-09-30,2025-09-29
1062,2022-1062,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11.3/BFG KJ2 580,Q.PEAK DUO XL-G11.3/BFG KJ2 580_661.76kgCO2,580,661.76,표준배출계수,2022-09-30,2025-09-29
1063,2022-1063,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11.3/BFG KJ2 585,Q.PEAK DUO XL-G11.3/BFG KJ2 585_656.10kgCO2,585,656.1,표준배출계수,2022-09-30,2025-09-29
1064,2022-1064,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11.3/BFG KJ2 575,Q.PEAK DUO XL-G11.3/BFG KJ2 575_668.13kgCO2,575,668.13,표준배출계수,2022-09-30,2025-09-29
1065,2022-1065,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11.3/BFG KJ2 580,Q.PEAK DUO XL-G11.3/BFG KJ2 580_662.37kgCO2,580,662.37,표준배출계수,2022-09-30,2025-09-29
1066,2022-1066,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11.3/BFG KJ2 585,Q.PEAK DUO XL-G11.3/BFG KJ2 585_656.71kgCO2,585,656.71,표준배출계수,2022-09-30,2025-09-29
1067,2022-1067,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.3 KR1 470,Q.PEAK DUO XL-G10.3 KR1 470_682.42kgCO2,470,682.42,표준배출계수,2022-09-30,2025-09-29
1068,2022-1068,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.3 KR1 475,Q.PEAK DUO XL-G10.3 KR1 475_675.24kgCO2,475,675.24,표준배출계수,2022-09-30,2025-09-29
1069,2022-1069,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.3 KR1 480,Q.PEAK DUO XL-G10.3 KR1 480_668.20kgCO2,480,668.2,표준배출계수,2022-09-30,2025-09-29
1070,2022-1070,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.3 KR1 485,Q.PEAK DUO XL-G10.3 KR1 485_661.31kgCO2,485,661.31,표준배출계수,2022-09-30,2025-09-29
1071,2022-1071,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.3/BFG KR1 465,Q.PEAK DUO XL-G10.3/BFG KR1 465_689.75kgCO2,465,689.75,표준배출계수,2022-09-30,2025-09-29
1072,2022-1072,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.3/BFG KR1 470,Q.PEAK DUO XL-G10.3/BFG KR1 470_682.41kgCO2,470,682.41,표준배출계수,2022-09-30,2025-09-29
1073,2022-1073,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.3/BFG KR1 475,Q.PEAK DUO XL-G10.3/BFG KR1 475_675.23kgCO2,475,675.23,표준배출계수,2022-09-30,2025-09-29
1074,2022-1074,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.3/BFG KR1 480,Q.PEAK DUO XL-G10.3/BFG KR1 480_668.20kgCO2,480,668.2,표준배출계수,2022-09-30,2025-09-29
1075,2022-1075,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.3/BFG KR2 575,Q.PEAK DUO XL-G11.3/BFG KR2 575_667.51kgCO2,575,667.51,표준배출계수,2022-09-30,2025-09-29
1076,2022-1076,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.3/BFG KR2 580,Q.PEAK DUO XL-G11.3/BFG KR2 580_661.76kgCO2,580,661.76,표준배출계수,2022-09-30,2025-09-29
1077,2022-1077,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.3/BFG KR2 585,Q.PEAK DUO XL-G11.3/BFG KR2 585_656.10kgCO2,585,656.1,표준배출계수,2022-09-30,2025-09-29
1078,2022-1078,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.3/BFG KR2 575,Q.PEAK DUO XL-G11.3/BFG KR2 575_668.13kgCO2,575,668.13,표준배출계수,2022-09-30,2025-09-29
1079,2022-1079,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.3/BFG KR2 580,Q.PEAK DUO XL-G11.3/BFG KR2 580_662.37kgCO2,580,662.37,표준배출계수,2022-09-30,2025-09-29
1080,2022-1080,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.3/BFG KR2 585,Q.PEAK DUO XL-G11.3/BFG KR2 585_656.71kgCO2,585,656.71,표준배출계수,2022-09-30,2025-09-29
1081,2022-1081,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-EN,HiS-S480YJ-EN_582.53kgCO2,480,582.53,표준배출계수,2022-09-30,2025-09-29
1082,2022-1082,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-EN,HiS-S485YJ-EN_576.53kgCO2,485,576.53,표준배출계수,2022-09-30,2025-09-29
1083,2022-1083,에이치디현대에너지솔루션(주),음성공장,HiS-S490YJ-EN,HiS-S490YJ-EN_570.64kgCO2,490,570.64,표준배출계수,2022-09-30,2025-09-29
1084,2022-1084,에이치디현대에너지솔루션(주),음성공장,HiS-S495YJ-EN,HiS-S495YJ-EN_564.88kgCO2,495,564.88,표준배출계수,2022-09-30,2025-09-29
1085,2022-1085,에이치디현대에너지솔루션(주),음성공장,HiS-S500YJ-EN,HiS-S500YJ-EN_559.23kgCO2,500,559.23,표준배출계수,2022-09-30,2025-09-29
1086,2022-1086,에이치디현대에너지솔루션(주),음성공장,HiS-S470YJ-ON,HiS-S470YJ-ON_578.66kgCO2,470,578.66,표준배출계수,2022-09-30,2025-09-29
1087,2022-1087,에이치디현대에너지솔루션(주),음성공장,HiS-S475YJ-ON,HiS-S475YJ-ON_572.57kgCO2,475,572.57,표준배출계수,2022-09-30,2025-09-29
1088,2022-1088,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-ON,HiS-S480YJ-ON_566.61kgCO2,480,566.61,표준배출계수,2022-09-30,2025-09-29
1089,2022-1089,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-ON,HiS-S485YJ-ON_560.76kgCO2,485,560.76,표준배출계수,2022-09-30,2025-09-29
1090,2022-1090,에이치디현대에너지솔루션(주),음성공장,HiS-S490YJ-ON,HiS-S490YJ-ON_555.04kgCO2,490,555.04,표준배출계수,2022-09-30,2025-09-29
1091,2022-1091,에이치디현대에너지솔루션(주),음성공장,HiS-S470YJ-ON,HiS-S470YJ-ON_631.31kgCO2,470,631.31,표준배출계수,2022-09-30,2025-09-29
1092,2022-1092,에이치디현대에너지솔루션(주),음성공장,HiS-S475YJ-ON,HiS-S475YJ-ON_624.66kgCO2,475,624.66,표준배출계수,2022-09-30,2025-09-29
1093,2022-1093,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-ON,HiS-S480YJ-ON_618.16kgCO2,480,618.16,표준배출계수,2022-09-30,2025-09-29
1094,2022-1094,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-ON,HiS-S485YJ-ON_611.78kgCO2,485,611.78,표준배출계수,2022-09-30,2025-09-29
1095,2022-1095,에이치디현대에너지솔루션(주),음성공장,HiS-S490YJ-ON,HiS-S490YJ-ON_605.54kgCO2,490,605.54,표준배출계수,2022-09-30,2025-09-29
1096,2022-1096,에이치디현대에너지솔루션(주),음성공장,HiS-S495YJ-ON,HiS-S495YJ-ON_599.42kgCO2,495,599.42,표준배출계수,2022-09-30,2025-09-29
1097,2022-1097,에이치디현대에너지솔루션(주),음성공장,HiS-S500YJ-ON,HiS-S500YJ-ON_593.43kgCO2,500,593.43,표준배출계수,2022-09-30,2025-09-29
1098,2022-1098,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-EN,HiS-S480YJ-EN_714.36kgCO2,480,714.36,표준배출계수,2022-09-30,2025-09-29
1099,2022-1099,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-EN,HiS-S485YJ-EN_707.00kgCO2,485,707,표준배출계수,2022-09-30,2025-09-29
1100,2022-1100,에이치디현대에너지솔루션(주),음성공장,HiS-S490YJ-EN,HiS-S490YJ-EN_699.78kgCO2,490,699.78,표준배출계수,2022-09-30,2025-09-29
1101,2022-1101,에이치디현대에너지솔루션(주),음성공장,HiS-S495YJ-EN,HiS-S495YJ-EN_692.71kgCO2,495,692.71,표준배출계수,2022-09-30,2025-09-29
1102,2022-1102,에이치디현대에너지솔루션(주),음성공장,HiS-S500YJ-EN,HiS-S500YJ-EN_685.79kgCO2,500,685.79,표준배출계수,2022-09-30,2025-09-29
1103,2022-1103,(주)에스에너지,(주)에스에너지 대전공장,SL65-72BGJ-540S,SL65-72BGJ-540S_718.26kgCO2,540,718.26,표준배출계수,2025-09-30,2028-09-29
1104,2022-1104,(주)에스에너지,(주)에스에너지 대전공장,SL65-72BGJ-545S,SL65-72BGJ-545S_711.67kgCO2,545,711.67,표준배출계수,2025-09-30,2028-09-29
1105,2022-1105,(주)에스에너지,(주)에스에너지 대전공장,SL65-72BGJ-550S,SL65-72BGJ-550S_705.20kgCO2,550,705.2,표준배출계수,2025-09-30,2028-09-29
1106,2022-1106,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-535S,SE65-72BGJ-535S_731.50kgCO2,535,731.5,표준배출계수,2025-09-30,2028-09-29
1107,2022-1107,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-540S,SE65-72BGJ-540S_724.73kgCO2,540,724.73,표준배출계수,2025-09-30,2028-09-29
1108,2022-1108,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-545S,SE65-72BGJ-545S_718.08kgCO2,545,718.08,표준배출계수,2025-09-30,2028-09-29
1109,2022-1109,(주)신성이엔지,김제공장,SS-DM540BD,SS-DM540BD_727.80kgCO2,540,727.8,표준배출계수,2022-11-18,2025-08-22
1110,2022-1110,(주)신성이엔지,김제공장,SS-DM545BD,SS-DM545BD_721.12kgCO2,545,721.12,표준배출계수,2022-11-18,2025-08-22
1111,2022-1111,(주)신성이엔지,김제공장,SS-CM490BD,SS-CM490BD_737.39kgCO2,490,737.39,표준배출계수,2022-11-18,2025-08-22
1112,2022-1112,(주)신성이엔지,김제공장,SS-CM495BD,SS-CM495BD_729.94kgCO2,495,729.94,표준배출계수,2022-11-18,2025-08-22
1113,2022-1113,(주)신성이엔지,김제공장,SS-CM500BD,SS-CM500BD_722.64kgCO2,500,722.64,표준배출계수,2022-11-18,2025-08-22
1114,2022-1114,(주)신성이엔지,김제공장,SS-JM580BD,SS-JM580BD_729.88kgCO2,580,729.88,표준배출계수,2022-11-18,2025-08-22
1115,2022-1115,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11.3/BFG KJ2 575,Q.PEAK DUO XL-G11.3/BFG KJ2 575_676.68kgCO2,575,676.68,표준배출계수,2022-11-18,2025-11-17
1116,2022-1116,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11.3/BFG KJ2 580,Q.PEAK DUO XL-G11.3/BFG KJ2 580_670.85kgCO2,580,670.85,표준배출계수,2022-11-18,2025-11-17
1117,2022-1117,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11.3/BFG KJ2 585,Q.PEAK DUO XL-G11.3/BFG KJ2 585_665.11kgCO2,585,665.11,표준배출계수,2022-11-18,2025-11-17
1118,2022-1118,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11.3/BFG KJ2 575,Q.PEAK DUO XL-G11.3/BFG KJ2 575_677.30kgCO2,575,677.3,표준배출계수,2022-11-18,2025-11-17
1119,2022-1119,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11.3/BFG KJ2 580,Q.PEAK DUO XL-G11.3/BFG KJ2 580_671.46kgCO2,580,671.46,표준배출계수,2022-11-18,2025-11-17
1120,2022-1120,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11.3/BFG KJ2 585,Q.PEAK DUO XL-G11.3/BFG KJ2 585_665.73kgCO2,585,665.73,표준배출계수,2022-11-18,2025-11-17
1121,2022-1121,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.2 KF1 570,Q.PEAK DUO XL-G11.2 KF1 570_774.48kgCO2,570,774.48,표준배출계수,2022-11-18,2025-11-17
1122,2022-1122,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.2 KF1 570,Q.PEAK DUO XL-G11.2 KF1 570_745.08kgCO2,570,745.08,표준배출계수,2022-11-18,2025-11-17
1123,2022-1123,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.7/BFG KR1 570,Q.PEAK DUO XL-G11.7/BFG KR1 570_717.09kgCO2,570,717.09,표준배출계수,2025-11-18,2028-11-18
1124,2022-1124,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.7/BFG KR1 575,Q.PEAK DUO XL-G11.7/BFG KR1 575_710.85kgCO2,575,710.85,표준배출계수,2025-11-18,2028-11-18
1125,2022-1125,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.7/BFG KR1 580,Q.PEAK DUO XL-G11.7/BFG KR1 580_704.72kgCO2,580,704.72,표준배출계수,2025-11-18,2028-11-18
1126,2022-1126,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.7/BFG KR1 585,Q.PEAK DUO XL-G11.7/BFG KR1 585_698.70kgCO2,585,698.7,표준배출계수,2025-11-18,2028-11-18
1127,2022-1127,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.7/BFG KR1 590,Q.PEAK DUO XL-G11.7/BFG KR1 590_692.78kgCO2,590,692.78,표준배출계수,2025-11-18,2028-11-18
1128,2022-1128,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.7/BFG KR1 595,Q.PEAK DUO XL-G11.7/BFG KR1 595_686.96kgCO2,595,686.96,표준배출계수,2025-11-18,2028-11-18
1129,2022-1129,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.3/BFG KR2 575,Q.PEAK DUO XL-G11.3/BFG KR2 575_676.68kgCO2,575,676.68,표준배출계수,2022-11-18,2025-11-17
1130,2022-1130,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.3/BFG KR2 580,Q.PEAK DUO XL-G11.3/BFG KR2 580_670.85kgCO2,580,670.85,표준배출계수,2022-11-18,2025-11-17
1131,2022-1131,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.3/BFG KR2 585,Q.PEAK DUO XL-G11.3/BFG KR2 585_665.11kgCO2,585,665.11,표준배출계수,2022-11-18,2025-11-17
1132,2022-1132,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.3/BFG KR2 575,Q.PEAK DUO XL-G11.3/BFG KR2 575_677.30kgCO2,575,677.3,표준배출계수,2022-11-18,2025-11-17
1133,2022-1133,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.3/BFG KR2 580,Q.PEAK DUO XL-G11.3/BFG KR2 580_671.46kgCO2,580,671.46,표준배출계수,2022-11-18,2025-11-17
1134,2022-1134,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.3/BFG KR2 585,Q.PEAK DUO XL-G11.3/BFG KR2 585_665.73kgCO2,585,665.73,표준배출계수,2022-11-18,2025-11-17
1135,2022-1135,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.7/BFG KR1 585,Q.PEAK DUO XL-G11.7/BFG KR1 585_718.51kgCO2,585,718.51,표준배출계수,2025-11-18,2028-11-18
1136,2022-1136,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.7/BFG KR1 590,Q.PEAK DUO XL-G11.7/BFG KR1 590_712.42kgCO2,590,712.42,표준배출계수,2025-11-18,2028-11-18
1137,2022-1137,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G11.7/BFG KR1 595,Q.PEAK DUO XL-G11.7/BFG KR1 595_706.44kgCO2,595,706.44,표준배출계수,2025-11-18,2028-11-18
1138,2022-1138,(주)신성이엔지,김제공장,SS-DM540BD,SS-DM540BD_628.49kgCO2,540,628.49,표준배출계수,2022-12-16,2025-08-22
1139,2022-1139,(주)신성이엔지,김제공장,SS-DM545BD,SS-DM545BD_622.73kgCO2,545,622.73,표준배출계수,2022-12-16,2025-08-22
1140,2022-1140,(주)신성이엔지,김제공장,SS-DM550BD,SS-DM550BD_617.07kgCO2,550,617.07,표준배출계수,2022-12-16,2025-08-22
1141,2022-1141,(주)신성이엔지,김제공장,SS-DM550BD,SS-DM550BD_714.59kgCO2,550,714.59,표준배출계수,2022-12-16,2025-08-22
1142,2022-1142,한솔에너지온,한솔에너지온 오창공장,HS485WE-GHD10,HS485WE-GHD10_649.68kgCO2,485,649.68,표준배출계수,2022-12-16,2025-12-15
1143,2022-1143,한솔에너지온,한솔에너지온 오창공장,HS490WE-GHD10,HS490WE-GHD10_643.05kgCO2,490,643.05,표준배출계수,2022-12-16,2025-12-15
1144,2022-1144,한솔에너지온,한솔에너지온 오창공장,HS495WE-GHD10,HS495WE-GHD10_636.55kgCO2,495,636.55,표준배출계수,2022-12-16,2025-12-15
1145,2022-1145,한솔에너지온,한솔에너지온 오창공장,HS500WE-GHD10,HS500WE-GHD10_630.19kgCO2,500,630.19,표준배출계수,2022-12-16,2025-12-15
1146,2022-1146,한솔에너지온,한솔에너지온 오창공장,HS505WE-GHD10,HS505WE-GHD10_623.95kgCO2,505,623.95,표준배출계수,2025-12-19,2028-12-19
1147,2022-1147,한솔에너지온,한솔에너지온 오창공장,HS485WE-GHD10,HS485WE-GHD10_596.28kgCO2,485,596.28,표준배출계수,2022-12-16,2025-12-15
1148,2022-1148,한솔에너지온,한솔에너지온 오창공장,HS490WE-GHD10,HS490WE-GHD10_590.19kgCO2,490,590.19,표준배출계수,2022-12-16,2025-12-15
